time_s,signal
0.0,0.0
0.001,0.7177490928586087
0.002,1.23659321299548
0.003,1.4403982177347543
0.004,1.3385191962564598
0.005,1.0490207250105659
0.006,0.7332642616341941
0.007,0.5167823325523446
0.008,0.4366738020231731
0.009000000000000001,0.4399541754453501
0.01,0.4292758329099476
0.011,0.32746001720900697
0.012,0.12369647421010284
0.013000000000000001,-0.12369647421010259
0.014,-0.3274600172090066
0.015,-0.4292758329099477
0.016,-0.4399541754453505
0.017,-0.43667380202317396
0.018000000000000002,-0.5167823325523446
0.019,-0.7332642616341936
0.02,-1.0490207250105656
0.021,-1.338519196256459
0.022,-1.4403982177347538
0.023,-1.23659321299548
0.024,-0.7177490928586081
0.025,-7.347880794884119e-16
0.026000000000000002,0.7177490928586084
0.027,1.2365932129954793
0.028,1.4403982177347547
0.029,1.3385191962564598
0.03,1.0490207250105672
0.031,0.7332642616341942
0.032,0.5167823325523437
0.033,0.4366738020231716
0.034,0.4399541754453491
0.035,0.4292758329099476
0.036000000000000004,0.3274600172090066
0.037,0.12369647421010475
0.038,-0.1236964742101018
0.039,-0.327460017209006
0.04,-0.4292758329099475
0.041,-0.4399541754453504
0.042,-0.4366738020231745
0.043000000000000003,-0.5167823325523454
0.044,-0.733264261634193
0.045,-1.0490207250105632
0.046,-1.3385191962564578
0.047,-1.4403982177347534
0.048,-1.236593212995479
0.049,-0.7177490928586112
0.05,-1.4695761589768238e-15
0.051000000000000004,0.7177490928586088
0.052000000000000005,1.2365932129954802
0.053,1.4403982177347547
0.054,1.338519196256461
0.055,1.0490207250105663
0.056,0.7332642616341947
0.057,0.5167823325523438
0.058,0.43667380202317274
0.059000000000000004,0.43995417544534793
0.06,0.42927583290994686
0.061,0.32746001720900775
0.062,0.12369647421010384
0.063,-0.12369647421010048
0.064,-0.32746001720900625
0.065,-0.42927583290994736
0.066,-0.439954175445353
0.067,-0.4366738020231746
0.068,-0.5167823325523472
0.069,-0.7332642616341944
0.07,-1.049020725010565
0.07100000000000001,-1.3385191962564595
0.07200000000000001,-1.4403982177347547
0.073,-1.2365932129954822
0.074,-0.7177490928586168
0.075,-4.572840024332236e-15
0.076,0.7177490928586031
0.077,1.2365932129954798
0.078,1.4403982177347547
0.079,1.3385191962564613
0.08,1.0490207250105668
0.081,0.7332642616341934
0.082,0.5167823325523442
0.083,0.4366738020231709
0.084,0.4399541754453479
0.085,0.429275832909947
0.08600000000000001,0.32746001720900647
0.08700000000000001,0.12369647421010407
0.088,-0.12369647421010022
0.089,-0.32746001720900436
0.09,-0.42927583290994886
0.091,-0.4399541754453501
0.092,-0.43667380202317674
0.093,-0.5167823325523456
0.094,-0.7332642616341942
0.095,-1.0490207250105625
0.096,-1.3385191962564593
0.097,-1.4403982177347534
0.098,-1.2365932129954824
0.099,-0.7177490928586074
0.1,-2.9391523179536475e-15
0.101,0.717749092858609
0.10200000000000001,1.2365932129954795
0.10300000000000001,1.440398217734756
0.10400000000000001,1.3385191962564615
0.105,1.0490207250105692
0.106,0.7332642616341973
0.107,0.5167823325523443
0.108,0.4366738020231723
0.109,0.4399541754453459
0.11,0.42927583290994775
0.111,0.3274600172090076
0.112,0.1236964742101065
0.113,-0.12369647421010221
0.114,-0.327460017209006
0.115,-0.4292758329099481
0.116,-0.4399541754453509
0.117,-0.4366738020231744
0.11800000000000001,-0.5167823325523483
0.11900000000000001,-0.7332642616341944
0.12,-1.0490207250105605
0.121,-1.3385191962564575
0.122,-1.440398217734752
0.123,-1.236593212995483
0.124,-0.7177490928586099
0.125,-6.042416183309059e-15
0.126,0.7177490928586001
0.127,1.236593212995479
0.128,1.4403982177347574
0.129,1.3385191962564642
0.13,1.0490207250105674
0.131,0.7332642616341971
